trip_id,customer_id,driver_id,booking_datetime,pickup_location,drop_location,distance_km,duration_minutes,vehicle_type,payment_method,surge_multiplier,fare,trip_status,cancellation_reason,driver_rating,customer_rating
T000182,C00675,D0233,2025-12-17 22:50:00,Seelampur,Pari Chowk,4.4,17,Mini,Credit Card,1.0,150.0,Completed,,4.0,4.6
T000183,C00898,D0591,2025-06-29 23:26:00,Cyber Hub,DLF Phase 3,29.7,87,Auto,Wallet,2.0,1339.0,Cancelled,Driver Cancelled,,
T000184,C02843,D0193,2025-01-01 16:51:00,Daryaganj,Knowledge Park,5.2,13,Auto,Cash,1.0,154.0,Completed,,4.5,3.6
T000185,C00858,D0555,2025-11-23 03:52:00,AIIMS,Janakpuri,1.5,4,SUV,Upi,1.0,80.5,Completed,,4.7,4.4
T000186,C00275,D0260,2025-08-20 03:27:00,Mandi House,Sector 45 Gurugram,12.7,49,Sedan,CASH,1.0,338.5,Completed,,3.8,3.4
T000187,C01756,D0490,2025-11-22 19:37:00,Rohini,Cyber City,15.2,38,Sedan,CASH,1.0,354.0,Completed,,3.1,4.4
T000188,C01572,D0552,2025-02-20 13:44:00,Vaishali,Mohan Nagar,26.5,116,Sedan,Wallet,2.0,1359.0,Completed,,5.0,3.8
T000189,C01997,D0089,2025-09-01 08:34:00,Red Fort,Chandni Chowk,8.1,33,Mini,upi,2.0,475.0,Completed,,3.9,4.5
T000190,C00989,D0481,2025-01-18 10:19:00,Ecotech,Ambience Mall,21.4,72,Sedan,Credit Card,1.5,772.5,Completed,,3.2,4.4
T000191,C02431,D0029,2025-09-17 14:04:00,Knowledge Park,Green Park,14.4,56,Bike,UPI,1.2,453.6,Completed,,3.5,3.2
T000192,C02117,D0503,2025-03-31 14:18:00,Saket,Rohini,9.4,29,Bike,Upi,1.0,249.0,Completed,,4.9,3.2
T000193,C01975,D0498,2025-05-08 00:24:00,Manesar,DLF Phase 1,24.4,105,Auto,UPI,1.2,751.2,Cancelled,Customer Cancelled,,
T000194,C00749,D0229,2025-06-24 21:37:00,Pari Chowk,Mahipalpur,21.7,89,SUV,upi,1.0,553.5,Completed,,3.3,3.3
T000195,C02479,D0577,2025-01-13 14:31:00,Pragati Maidan,IFFCO Chowk,13.5,52,Mini,CASH,2.0,713.0,Completed,,4.3,3.2
T000196,C01941,D0035,2025-05-23 13:35:00,MG Road,Noida Sector 76,2.9,7,Bike,CASH,2.0,215.0,Completed,,3.9,4.0
T000197,C00997,D0141,2025-03-03 00:10:00,Red Fort,Indirapuram,6.4,18,Auto,CASH,2.0,364.0,Completed,,4.1,4.0
T000198,C02689,D0190,2025-10-26 13:07:00,Surajpur,Rohini,7.7,21,Sedan,Credit Card,1.0,207.5,Completed,,3.0,3.1
T000199,C00050,D0116,2025-09-26 21:17:00,Indirapuram,Beta 1,1.3,5,Auto,CASH,1.0,79.5,Completed,,,4.7
T000200,C00875,D0194,2025-12-06 15:30:00,DLF Mall of India,RK Puram,3.9,12,SUV,upi,2.0,265.0,Completed,,3.3,3.3
T000201,C02089,D0149,2025-02-04 15:32:00,Kashmere Gate,Crossings Republik,5.8,21,SUV,CASH,1.2,214.8,Completed,,4.9,4.7
T000202,C01665,D0062,2025-08-10 01:55:00,Dilshad Garden,Ambience Mall,12.4,35,Bike,CASH,2.0,612.0,Completed,,3.8,4.2
T000203,C00921,D0131,2025-09-03 19:50:00,Greater Noida West,Noida Sector 62,19.7,79,Mini,Cash,1.0,503.5,Completed,,4.2,3.6
T000204,C00308,D0444,2025-11-04 00:26:00,Civil Lines,Bisrakh,3.5,14,Auto,UPI,1.0,130.5,Completed,,3.7,3.8
T000205,C01903,D0350,2025-06-05 17:38:00,Dilshad Garden,Preet Vihar,25.8,88,Mini,Credit Card,1.2,735.6,Completed,,4.5,4.7
T000206,C02415,D0574,2025-12-16 19:38:00,Sector 29 Gurugram,Crossings Republik,5.0,15,Bike,Wallet,2.0,310.0,Completed,,5.0,4.1
T000207,C02525,D0065,2025-05-09 20:17:00,Old Delhi Railway Station,Mayur Vihar,18.2,53,Mini,Cash,1.0,429.0,Completed,,4.1,3.7
T000208,C01255,D0197,2025-06-21 16:43:00,Noida Sector 62,Anand Vihar ISBT,8.7,29,Auto,Cash,2.0,477.0,Completed,,4.5,4.8
T000209,C00571,D0303,2025-04-08 21:43:00,Pragati Maidan,Golf Course Road,16.7,52,Auto,Upi,1.2,485.4,Completed,,3.2,4.4
T000210,C01194,D0253,2025-04-16 19:50:00,Sahibabad,Yamuna Bank,6.3,23,Mini,CASH,1.2,228.6,Completed,,3.5,4.0
T000211,C01109,D0582,2025-08-24 17:21:00,Nehru Place,New Delhi Railway Station,18.6,55,Bike,Credit Card,1.2,526.8,Completed,,3.0,3.4
T000212,C01044,D0507,2025-08-21 17:37:00,Anand Vihar ISBT,Alpha 1,17.5,50,SUV,Credit Card,1.0,412.5,Completed,,4.3,4.0
T000213,C00443,D0488,2025-08-12 12:20:00,South Extension,Nehru Place,6.3,20,SUV,UPI,1.0,184.5,Completed,,4.7,3.6
T000214,C02247,D0549,2025-05-18 04:50:00,Jama Masjid,DLF Phase 2,20.9,60,Bike,UPI,2.0,967.0,Completed,,3.0,3.7
T000215,C02558,D0284,2025-05-26 13:15:00,Mahipalpur,Vasant Kunj,18.9,68,Auto,CASH,1.0,469.5,Completed,,4.7,3.3
T000216,C02268,D0599,2025-06-12 07:10:00,Noida Sector 16,Sarojini Nagar,16.7,42,Sedan,upi,1.0,384.5,Completed,,4.1,
T000217,C01105,D0498,2025-03-05 03:15:00,Noida Sector 62,Vasant Kunj,8.0,29,Auto,Cash,1.0,228.0,Completed,,3.6,3.0
T000218,C02750,D0316,2025-08-11 18:55:00,Kaushambi,Noida Sector 16,13.9,41,Bike,Credit Card,1.0,340.5,Completed,,4.4,3.9
T000219,C01575,D0390,2025-01-12 17:48:00,Old Delhi Railway Station,Sarojini Nagar,26.6,92,Mini,CASH,1.5,949.5,Completed,,3.6,4.0
T000220,C02522,D0398,2025-08-15 19:13:00,Akshardham,Nehru Place,21.4,79,SUV,Credit Card,2.0,1058.0,Completed,,3.3,3.8
T000221,C00893,D0322,2025-06-30 12:17:00,IGI Airport T1,Golf Course Road,9.4,27,Sedan,Wallet,1.5,367.5,Completed,,4.9,4.4
T000222,C02308,D0250,2025-11-27 22:04:00,Noida City Centre,Golf Course Road,24.2,79,Auto,CASH,1.0,571.0,Completed,,3.8,
T000223,C02967,D0457,2025-08-06 02:27:00,Aerocity,Mandi House,7.6,24,SUV,Wallet,1.0,212.0,Completed,,3.3,3.4
T000224,C02399,D0530,2025-11-03 16:51:00,INA,Dwarka,29.4,94,Sedan,upi,1.0,679.0,Completed,,4.4,3.3
T000225,C02521,D0567,2025-01-26 08:05:00,Beta 1,Aerocity,14.1,43,SUV,cash,1.2,417.0,Completed,,4.7,3.4
T000226,C01678,D0320,2025-03-27 16:04:00,Mahipalpur,Red Fort,19.0,69,SUV,Upi,2.0,946.0,Completed,,3.6,3.9
T000227,C01734,D0172,2025-05-01 00:51:00,INA,Raj Nagar Extension,21.7,57,Sedan,cash,1.0,489.5,Cancelled,Driver Cancelled,,
T000228,C02188,D0128,2025-08-25 17:48:00,Akshardham,Sohna Road,6.2,22,Sedan,Cash,1.0,187.0,Completed,,4.6,3.7
T000229,C00704,D0279,2025-09-20 00:32:00,Knowledge Park,Model Town,12.4,35,Mini,Upi,1.2,367.2,Completed,,4.7,3.5
T000230,C02495,D0377,2025-10-21 08:29:00,IGI Airport T1,Film City Noida,6.1,16,Bike,Upi,1.0,173.5,Completed,,4.3,4.5
T000231,C00275,D0387,2025-03-11 00:18:00,Botanical Garden,Gamma 1,24.2,93,Mini,Credit Card,1.2,718.8,Completed,,4.8,3.9
T000232,C02652,D0533,2025-07-01 19:36:00,Huda City Centre,DLF Phase 2,12.8,38,Auto,Upi,1.2,381.6,Completed,,4.0,4.0
T000233,C00150,D0212,2025-02-07 19:23:00,Laxmi Nagar,Lajpat Nagar,18.5,61,SUV,cash,1.2,539.4,Completed,,3.7,3.6
T000234,C00814,D0017,2025-04-21 13:49:00,Sahibabad,DLF Phase 3,5.3,22,Sedan,Upi,2.0,347.0,Completed,,4.3,3.6
T000235,C01002,D0146,2025-01-09 07:57:00,Noida Sector 137,Aerocity,15.1,51,SUV,CASH,1.2,454.2,Completed,,4.8,3.9
T000236,C01704,D0053,2025-05-06 04:57:00,Sahibabad,Jama Masjid,9.6,25,Bike,Credit Card,1.2,292.8,Completed,,4.8,4.7
T000237,C00320,D0302,2025-07-01 16:35:00,DLF Mall of India,Rohini,28.1,119,Bike,upi,1.2,851.4,Completed,,3.7,3.4
T000238,C02076,D0170,2025-01-06 03:09:00,DLF Phase 1,Huda City Centre,17.3,45,Mini,Cash,1.5,599.25,Completed,,4.3,3.7
T000239,C01837,D0414,2025-06-21 19:29:00,ITO,Mohan Nagar,10.5,33,Mini,upi,1.5,410.25,Completed,,4.8,
T000240,C01776,D0527,2025-01-19 21:49:00,Ecotech,Udyog Vihar,22.7,79,Auto,Credit Card,1.0,548.5,Completed,,3.7,4.4
T000241,C02997,D0274,2025-03-15 04:48:00,INA,Red Fort,18.9,57,Auto,UPI,1.0,447.5,Cancelled,Driver Cancelled,,
T000242,C01241,D0013,2025-03-10 06:26:00,Bisrakh,AIIMS,13.1,54,Auto,Credit Card,1.0,354.5,Cancelled,No Driver Available,,
T000243,C02328,D0262,2025-04-18 00:04:00,Saket,Dwarka,8.7,30,Mini,Cash,1.0,240.5,Cancelled,Customer Cancelled,,
T000244,C00679,D0506,2025-02-28 02:42:00,Botanical Garden,Yamuna Bank,18.9,84,Mini,cash,1.2,601.8,Completed,,4.2,4.1
T000245,C01355,D0335,2025-09-27 04:42:00,Cyber City,Golf Course Road,18.1,69,Auto,Cash,1.5,689.25,Completed,,3.5,3.0
T000246,C01980,D0279,2025-06-18 16:19:00,Pari Chowk,Sohna Road,29.7,77,Mini,cash,1.5,974.25,Cancelled,Customer Cancelled,,
T000247,C00437,D0152,2025-10-12 07:54:00,Ambience Mall,Vasant Kunj,26.5,79,Bike,upi,1.0,605.5,Completed,,4.4,4.0
T000248,C01691,D0410,2025-08-03 18:21:00,Laxmi Nagar,Chandni Chowk,8.0,29,SUV,upi,2.0,456.0,Cancelled,Customer Cancelled,,
T000249,C00234,D0447,2025-07-27 13:09:00,Noida Sector 63,DLF Mall of India,29.4,93,SUV,upi,1.0,677.0,Cancelled,Customer Cancelled,,
T000250,C00966,D0499,2025-09-09 12:37:00,RK Puram,Noida Sector 62,13.5,40,SUV,Upi,1.0,332.5,Completed,,3.7,4.2
T000251,C02431,D0386,2025-02-12 03:05:00,Chandni Chowk,DLF Phase 1,1.2,4,SUV,upi,1.2,91.2,Completed,,4.9,4.6
T000252,C02857,D0156,2025-01-27 00:30:00,Hauz Khas,Dwarka,4.9,21,Sedan,CASH,1.0,165.5,Completed,,4.3,3.2
T000253,C00677,D0318,2025-06-19 03:02:00,Indirapuram,Chandni Chowk,29.7,110,Mini,Upi,1.0,715.5,Completed,,4.8,4.6
T000254,C02009,D0111,2025-05-17 18:18:00,Raj Nagar Extension,Beta 1,3.1,11,SUV,,1.0,118.5,Completed,,3.9,4.7
T000255,C00645,D0528,2025-02-19 15:38:00,Vasant Kunj,MG Road,9.2,30,Auto,Upi,1.0,248.0,Completed,,4.4,4.6
T000256,C01470,D0522,2025-06-06 09:41:00,IFFCO Chowk,Noida Sector 37,13.1,57,Mini,CASH,1.0,360.5,Completed,,3.4,3.9
T000257,C02881,D0159,2025-01-19 02:03:00,Vaishali,South Extension,5.3,23,Mini,Upi,1.0,175.5,Cancelled,No Driver Available,,
T000258,C00301,D0290,2025-06-20 22:20:00,Indirapuram,Airport T3,21.8,73,Mini,cash,1.0,523.0,Completed,,4.9,3.4
T000259,C01939,D0035,2025-07-06 05:25:00,AIIMS,Mandi House,2.9,7,Bike,Credit Card,1.0,107.5,Completed,,3.4,4.0
T000260,C02697,D0408,2025-12-30 10:28:00,Greater Kailash,Seelampur,22.6,88,Bike,CASH,2.0,1130.0,Completed,,4.9,4.5
T000261,C02867,D0189,2025-01-04 05:16:00,Noida Sector 63,Red Fort,15.1,67,Bike,UPI,1.0,410.5,Completed,,4.8,3.5
T000262,C02474,D0508,2025-05-23 06:46:00,Green Park,Noida Sector 76,2.1,5,Bike,CASH,1.0,91.5,Cancelled,No Driver Available,,
T000263,C01528,D0346,2025-01-02 03:30:00,DLF Phase 4,Knowledge Park,6.8,19,Sedan,cash,2.0,380.0,Completed,,4.1,4.8
T000264,C02419,D0202,2025-08-11 23:51:00,Rohini,Film City Noida,29.0,106,Sedan,Wallet,1.0,697.0,Completed,,3.1,3.7
T000265,C01669,D0065,2025-08-31 13:59:00,Film City Noida,Raj Nagar Extension,17.6,76,Mini,Cash,1.5,699.0,Completed,,3.9,3.6
T000266,C02671,D0040,2025-04-28 21:57:00,Indirapuram,Aerocity,12.4,31,Mini,UPI,1.0,298.0,Completed,,3.4,4.6
T000267,C00979,D0407,2025-01-02 13:03:00,Kashmere Gate,Anand Vihar Railway Station,16.5,70,SUV,UPI,1.2,525.0,Completed,,4.0,4.9
T000268,C02622,D0314,2025-11-04 21:03:00,Pari Chowk,Vaishali,7.2,27,Sedan,upi,1.0,-212.0,Completed,,4.7,4.9
T000269,C01594,D0575,2025-06-18 05:34:00,Sector 14 Gurugram,INA,1.4,4,Bike,Cash,1.0,79.0,Completed,,4.9,3.0
T000270,C00532,D0265,2025-03-28 21:18:00,Sector 45 Gurugram,Aerocity,13.1,56,Auto,Upi,1.0,358.5,Completed,,3.7,4.5
T000271,C01183,D0317,2025-10-05 22:35:00,Sahibabad,Civil Lines,3.2,8,Sedan,UPI,1.0,114.0,Completed,,4.9,3.1
T000272,C01107,D0184,2025-02-28 14:21:00,South Extension,Greater Noida West,23.2,94,SUV,upi,1.2,703.2,Completed,,4.0,4.2
T000273,C00342,D0365,2025-02-17 11:11:00,Noida Sector 16,AIIMS,16.8,50,Sedan,upi,1.0,402.0,Completed,,5.0,3.3
T000274,C01402,D0165,2025-09-25 22:34:00,AIIMS,Wave City Center,29.7,119,Auto,,1.0,733.5,Cancelled,Customer Cancelled,,
T000275,C01595,D0443,2025-02-23 16:49:00,Noida Sector 37,RK Puram,5.9,22,SUV,upi,1.2,219.0,Completed,,5.0,4.5
T000276,C02692,D0507,2025-10-13 14:24:00,Dilshad Garden,Sector 14 Gurugram,11.7,50,SUV,Wallet,1.0,325.5,Completed,,3.4,4.1
T000277,C00071,D0382,2025-11-29 10:26:00,DLF Phase 1,Connaught Place,29.1,122,Mini,Upi,1.0,730.5,Completed,,4.7,
T000278,C02300,D0120,2025-10-31 04:30:00,Pari Chowk,Surajpur,29.9,118,Bike,upi,1.0,734.5,Completed,,4.2,3.1
T000279,C02614,D0325,2025-05-06 09:34:00,Noida Sector 76,Mayur Vihar,2.1,5,Auto,Upi,1.0,91.5,Completed,,4.4,4.6
T000280,C00627,D0288,2025-06-24 13:04:00,Beta 1,Pragati Maidan,3.2,9,Sedan,Credit Card,1.0,116.0,Completed,,3.0,5.0
T000281,C01343,D0190,2025-12-31 02:55:00,Greater Kailash,Gamma 1,18.5,77,Sedan,upi,1.0,481.5,Completed,,3.2,3.5
T000282,C01368,D0326,2025-03-05 05:36:00,RK Puram,Vaishali,24.2,71,Sedan,cash,1.0,555.0,Completed,,4.7,4.1
T000283,C02218,D0082,2025-12-31 17:59:00,Crossings Republik,MG Road,16.8,72,Mini,cash,2.0,892.0,Completed,,3.2,3.8
T000284,C00167,D0320,2025-08-04 02:42:00,Seelampur,Old Delhi Railway Station,22.5,62,SUV,UPI,1.0,511.5,Completed,,3.2,4.0
T000285,C01922,D0370,2025-07-27 17:06:00,New Delhi Railway Station,Saket,18.1,65,Sedan,upi,1.0,451.5,Completed,,3.7,3.4
T000286,C02331,D0107,2025-11-19 00:30:00,RK Puram,Udyog Vihar,21.5,61,SUV,Cash,2.0,989.0,Completed,,5.0,3.0
T000287,C02143,D0280,2025-10-23 23:49:00,AIIMS,Knowledge Park,16.9,44,Sedan,Credit Card,1.0,391.5,Completed,,3.4,4.1
T000288,C01411,D0140,2025-07-27 18:26:00,Indirapuram,Anand Vihar Railway Station,8.8,32,Mini,Credit Card,1.0,246.0,Completed,,3.5,4.2
T000289,C00006,D0118,2025-07-27 18:12:00,DLF Phase 1,Aerocity,21.0,76,Mini,upi,2.0,1034.0,Completed,,4.9,3.5
T000290,C02913,D0042,2025-04-29 07:47:00,Rohini,Udyog Vihar,3.1,10,Auto,cash,1.0,116.5,Completed,,4.9,4.1
T000291,C02670,D0216,2025-02-26 22:00:00,Noida Sector 62,Daryaganj,10.9,36,Auto,upi,1.0,285.5,Completed,,4.7,3.7
T000292,C01684,D0388,2025-12-04 16:43:00,Anand Vihar ISBT,Noida City Centre,20.2,85,Mini,Cash,1.0,523.0,Completed,,3.8,3.4
T000293,C02728,D0249,2025-09-08 15:17:00,Noida Sector 78,Pitampura,8.3,27,SUV,UPI,1.0,228.5,Completed,,4.6,4.7
T000294,C01880,D0537,2025-05-29 06:26:00,Lajpat Nagar,Mayur Vihar,5.1,15,Auto,UPI,1.2,187.8,Completed,,3.9,4.5
T000295,C00268,D0466,2025-06-28 09:41:00,Vasant Kunj,Botanical Garden,6.8,28,Sedan,Credit Card,1.2,249.6,Completed,,3.5,4.0
T000296,C01795,D0137,2025-01-09 07:41:00,Wave City Center,Noida Sector 16,7.3,32,Sedan,Upi,1.5,335.25,Completed,,3.2,4.4
T000297,C02139,D0261,2025-12-20 03:17:00,Sector 29 Gurugram,Alpha 1,24.2,96,Sedan,upi,1.0,605.0,Completed,,4.1,
T000298,C00989,D0290,2025-05-10 07:48:00,Sector 45 Gurugram,Surajpur,25.8,94,Mini,Upi,1.5,937.5,Completed,,4.3,5.0
T000299,C00014,D0153,2025-01-11 10:49:00,Cyber Hub,Manesar,17.1,62,Bike,Wallet,1.0,430.5,Completed,,3.4,3.2
T000300,C01255,D0436,2025-05-09 22:51:00,Old Delhi Railway Station,Kaushambi,6.8,22,SUV,CASH,1.5,294.0,Completed,,3.2,3.9
T000301,C00804,D0251,2025-06-16 01:54:00,Yamuna Bank,Pragati Maidan,14.7,43,Bike,Wallet,1.0,356.5,Completed,,3.5,4.9
T000302,C00068,D0079,2025-02-22 18:57:00,Greater Kailash,Airport T3,12.9,33,Auto,Credit Card,1.2,371.4,Completed,,4.1,4.5
T000303,C00421,D0562,2025-08-14 22:08:00,Vasant Kunj,DLF Phase 1,7.2,23,Auto,cash,1.0,204.0,Completed,,3.0,4.2
T000304,C00493,D0288,2025-11-26 18:56:00,Noida City Centre,Sarojini Nagar,3.7,16,Sedan,upi,1.5,206.25,Completed,,3.2,3.5
T000305,C02451,D0550,2025-11-19 07:02:00,Logix Mall,MG Road,9.0,25,Bike,UPI,2.0,470.0,Completed,,4.9,4.0
T000306,C00887,D0422,2025-06-19 03:05:00,Knowledge Park,Vaishali,7.7,28,Sedan,Credit Card,1.0,221.5,Cancelled,No Driver Available,,
T000307,C01430,D0366,2025-08-20 17:44:00,Malviya Nagar,Janakpuri,22.4,99,Bike,UPI,1.5,876.0,Completed,,4.3,3.4
T000308,C00643,D0240,2025-01-24 23:11:00,INA,RK Puram,6.7,20,Auto,Wallet,1.0,190.5,Completed,,3.5,3.3
T000309,C00483,D0210,2025-07-07 20:48:00,DLF Phase 3,Laxmi Nagar,25.2,84,Auto,upi,2.0,1192.0,Completed,,4.7,3.3
T000310,C01549,D0008,2025-03-29 11:02:00,Gamma 1,Hauz Khas,20.8,89,Auto,upi,1.0,540.0,Completed,,4.5,3.4
T000311,C00630,D0426,2025-02-25 13:14:00,MG Road,Malviya Nagar,8.7,30,Sedan,CASH,1.5,1803.75,Completed,,4.8,3.3
T000312,C02435,D0546,2025-12-05 18:13:00,Noida City Centre,Noida Sector 76,6.0,25,Auto,cash,1.2,228.0,Completed,,3.6,4.2
T000313,C00083,D0201,2025-07-27 09:24:00,DLF Phase 4,Gamma 1,14.5,38,Sedan,upi,1.5,515.25,Completed,,4.6,3.3
T000314,C00221,D0236,2025-12-25 17:54:00,Lajpat Nagar,Bisrakh,14.9,64,Mini,Upi,1.5,602.25,Cancelled,Driver Cancelled,,
T000315,C02122,D0185,2025-10-03 07:51:00,Defence Colony,IGI Airport T1,27.3,96,SUV,upi,1.5,977.25,Completed,,3.5,4.1
T000316,C01390,D0538,2025-10-03 02:16:00,New Delhi Railway Station,Yamuna Bank,16.9,70,SUV,Credit Card,1.0,443.5,Completed,,4.0,4.7
T000317,C00573,D0226,2025-12-24 20:05:00,Alpha 1,Nehru Place,19.1,50,Mini,upi,2.0,873.0,Completed,,4.5,3.6
T000318,C00675,D0283,2025-06-22 00:02:00,DLF Phase 3,Karol Bagh,23.6,95,Mini,UPI,2.0,1188.0,Completed,,4.7,4.4
T000319,C00343,D0331,2025-03-26 23:51:00,Sahibabad,Indirapuram,3.4,13,Bike,upi,1.2,152.4,Completed,,3.9,4.8
T000320,C02653,D0381,2025-01-30 20:47:00,Vasundhara,Janakpuri,21.9,98,Mini,Credit Card,1.0,574.5,Completed,,4.3,4.6
T000321,C02065,D0297,2025-05-30 08:10:00,Chandni Chowk,Ecotech,24.6,91,Mini,Wallet,1.5,901.5,Completed,,3.6,4.0
T000322,C00314,D0155,2025-03-31 09:32:00,Ghaziabad Railway Station,Rohini,10.1,34,Mini,Credit Card,1.5,404.25,Completed,,3.9,3.1
T000323,C00201,D0003,2025-12-05 08:56:00,IGI Airport T1,Noida Sector 16,11.0,35,Mini,cash,1.0,285.0,Completed,,4.1,3.8
T000324,C02307,D0126,2025-05-01 13:09:00,Old Delhi Railway Station,Alpha 1,7.6,23,Sedan,UPI,2.0,420.0,Completed,,3.7,4.6
T000325,C02363,D0385,2025-01-22 17:45:00,Rohini,Sahibabad,14.6,48,Sedan,Credit Card,1.0,365.0,Cancelled,No Driver Available,,
T000326,C02516,D0572,2025-08-24 19:22:00,Ambience Mall,Rajouri Garden,23.4,94,SUV,Upi,1.5,883.5,Completed,,3.3,3.1
T000327,C00193,D0126,2025-07-20 08:53:00,Beta 1,South Extension,26.8,116,Sedan,UPI,2.0,1368.0,Completed,,3.5,4.5
T000328,C02637,D0182,2025-10-08 15:31:00,IGI Airport T1,Beta 1,6.6,25,Mini,upi,1.0,199.0,Completed,,3.8,3.5
T000329,C02757,D0068,2025-03-14 22:25:00,Ghaziabad Railway Station,Cyber City,9.6,27,Bike,cash,1.5,372.0,Completed,,3.8,3.3
T000330,C00995,D0430,2025-03-08 11:46:00,Golf Course Road,Beta 1,13.5,36,Mini,upi,1.0,324.5,Completed,,3.9,3.1
T000331,C01599,D0299,2025-11-20 12:10:00,Mandi House,DLF Phase 3,11.8,36,Auto,Upi,1.0,299.0,Completed,,3.8,3.5
T000332,C02768,D0378,2025-06-24 17:43:00,Green Park,Laxmi Nagar,6.6,27,Mini,UPI,2.0,406.0,Completed,,,3.9
T000333,C01261,D0422,2025-05-24 09:32:00,Crossings Republik,Beta 1,15.7,68,Sedan,upi,1.0,421.5,Completed,,3.7,4.1
T000334,C02052,D0532,2025-04-02 08:21:00,Golf Course Road,Greater Kailash,14.5,60,SUV,CASH,1.0,387.5,Completed,,3.1,4.4
T000335,C00236,D0299,2025-05-03 06:58:00,RK Puram,Sarojini Nagar,29.1,120,Auto,cash,1.0,726.5,Completed,,4.2,4.8
T000336,C00501,D0405,2025-04-24 04:51:00,Daryaganj,Red Fort,3.7,13,Sedan,Wallet,1.5,197.25,Completed,,4.4,4.6
T000337,C02230,D0050,2025-11-07 06:15:00,Vaishali,Red Fort,19.3,55,Mini,Upi,1.0,449.5,Completed,,3.8,3.6
T000338,C00925,D0041,2025-07-28 01:46:00,Kashmere Gate,Red Fort,27.6,102,Sedan,Wallet,1.5,1002.0,Completed,,4.5,3.7
T000339,C01595,D0098,2025-08-25 16:54:00,Noida Sector 62,Ambience Mall,17.0,71,Bike,UPI,1.0,447.0,Completed,,4.8,3.4
T000340,C00109,D0031,2025-10-28 03:21:00,Manesar,Noida Sector 63,4.2,11,SUV,UPI,1.5,202.5,Completed,,3.5,3.8
T000341,C01935,D0510,2025-05-16 23:18:00,Kaushambi,South Extension,28.9,124,Mini,Cash,1.0,-731.5,Completed,,3.8,4.2
T000342,C01417,D0138,2025-01-30 02:19:00,Vasundhara,Kashmere Gate,24.4,103,SUV,cash,2.0,1244.0,Completed,,3.2,3.6
T000343,C00948,D0407,2025-09-29 15:21:00,Janakpuri,Kaushambi,0.0,22,SUV,Upi,1.0,-169.0,Completed,,4.6,3.3
T000344,C00884,D0518,2025-03-17 02:15:00,Noida City Centre,Anand Vihar ISBT,10.7,35,SUV,cash,1.0,280.5,Completed,,4.9,4.4
T000345,C02994,D0302,2025-03-08 16:34:00,Noida Sector 62,DLF Phase 2,2.2,7,Bike,CASH,1.0,97.0,Completed,,3.5,
T000346,C01756,D0446,2025-01-24 16:44:00,Jama Masjid,South Extension,22.6,75,SUV,UPI,1.0,539.0,Completed,,4.9,4.7
T000347,C00227,D0533,2025-04-15 11:24:00,Noida Sector 18,Raj Nagar Extension,3.6,15,Auto,Credit Card,1.0,134.0,Completed,,3.3,3.9
T000348,C01313,D0218,2025-02-21 05:49:00,RK Puram,New Delhi Railway Station,27.0,86,Auto,Upi,1.2,752.4,Completed,,3.9,3.2
T000349,C02566,D0497,2025-08-06 17:41:00,Nehru Place,Mohan Nagar,7.1,25,Auto,cash,1.0,206.5,Completed,,4.5,3.1
T000350,C00992,D0312,2025-10-11 00:50:00,Beta 1,Noida City Centre,23.6,75,Sedan,Wallet,1.0,554.0,Completed,,4.7,4.8
T000351,C02166,D0140,2025-07-28 01:13:00,Mahipalpur,Sector 14 Gurugram,11.9,46,Mini,upi,1.0,320.5,Completed,,4.3,3.9
T000352,C02843,D0019,2025-11-07 01:32:00,Akshardham,Crossings Republik,17.8,46,Sedan,cash,1.0,409.0,Completed,,4.1,4.9
T000353,C02928,D0464,2025-05-11 18:51:00,Malviya Nagar,Noida Sector 62,22.9,89,Sedan,Credit Card,1.5,857.25,Completed,,4.5,4.1
T000354,C01540,D0304,2025-10-10 20:38:00,DLF Phase 3,Kaushambi,22.6,87,SUV,upi,1.2,675.6,Completed,,4.8,3.6
T000355,C02193,D0375,2025-10-24 12:40:00,Bisrakh,IGI Airport T1,5.3,19,Auto,UPI,1.0,167.5,Completed,,4.5,4.8
T000356,C02333,D0200,2025-03-31 06:06:00,Green Park,Ambience Mall,24.4,71,Sedan,Credit Card,1.0,558.0,Completed,,3.8,4.1
T000357,C00225,D0418,2025-11-15 22:01:00,Surajpur,Logix Mall,5.5,20,Mini,Credit Card,1.2,207.0,Completed,,4.9,3.1
T000358,C01811,D0179,2025-04-21 09:35:00,Golf Course Road,Mahipalpur,16.1,47,Bike,CASH,2.0,771.0,Completed,,4.3,
T000359,C02131,D0142,2025-12-03 17:48:00,Rajouri Garden,Mayur Vihar,25.0,107,Mini,upi,1.2,766.8,Cancelled,Driver Cancelled,,
T000360,C02848,D0580,2025-11-09 13:21:00,Janakpuri,Surajpur,24.3,98,Bike,CASH,1.2,732.6,Completed,,4.1,3.3
T000361,C02708,D0273,2025-02-17 17:24:00,Crossings Republik,Noida Sector 15,11.0,41,Bike,UPI,1.0,297.0,Completed,,4.1,4.6
T000362,C00403,D0150,2025-04-08 16:20:00,Crossings Republik,Yamuna Bank,29.4,117,Auto,Cash,1.0,725.0,Completed,,4.6,3.8
T000363,C00611,D0247,2025-10-28 09:54:00,Greater Noida West,Old Delhi Railway Station,19.2,49,Auto,Upi,1.0,436.0,Completed,,4.0,3.4
