pickup_location,drop_location,trips,revenue
"IFFCO Chowk","Cyber City",5,1744.1
"Mandi House","Cyber Hub",5,1936.8
AIIMS,"Dilshad Garden",5,1908.1
"Sector 29 Gurugram","Anand Vihar Railway Station",5,1908.5
"Film City Noida","Noida Sector 78",5,2960.4
"Red Fort","South Extension",5,2566.8
"Old Delhi Railway Station",Saket,5,1164.75
"RK Puram","Gamma 1",5,4068.6
"Kashmere Gate","DLF Phase 4",5,2747.05
Vasundhara,"Red Fort",5,3856.9
Kalkaji,"Cyber Hub",5,3045.2
"Mayur Vihar","DLF Mall of India",5,2049
"Alpha 1","Beta 1",5,2566.65
Rohini,"Sector 56 Gurugram",5,2619.3
"Yamuna Bank","Noida City Centre",5,1781.75
"Sector 56 Gurugram",Indirapuram,5,2388.25
"Noida Sector 78","Greater Noida West",5,2358.7
"IGI Airport T1","Pragati Maidan",5,3964.25
"Mayur Vihar",Ecotech,5,2594.5
Daryaganj,"Rajouri Garden",5,2630.9
INA,Sahibabad,5,2322.4
Manesar,"Nehru Place",5,1682.45
"Sector 14 Gurugram","Raj Nagar Extension",5,2136
Daryaganj,Loni,5,2525.4
"Noida Sector 18",Kaushambi,5,3547
"South Extension","Sector 45 Gurugram",5,2737.5
"Jama Masjid","Noida Sector 15",5,3941.4
"Botanical Garden","Connaught Place",5,2368.75
"Raj Nagar Extension","Noida Sector 76",5,3032.5
"DLF Phase 4","DLF Phase 1",5,2710.25
"Mayur Vihar","Anand Vihar Railway Station",5,1465.4
"Greater Noida West",Bisrakh,5,3827.75
"Mohan Nagar","Logix Mall",5,2271.5
Vaishali,"Pari Chowk",5,938.75
"Hauz Khas","Noida Sector 76",5,3112.8
Akshardham,"Vasant Kunj",5,1708.6
"Crossings Republik","Mayur Vihar",5,3452.9
"Noida Sector 62",Kaushambi,5,2955.5
"Noida Sector 78","Yamuna Bank",5,3305.3
"South Extension","Anand Vihar ISBT",5,2662.3999999999996
Vasundhara,Sahibabad,5,2108.4
"Raj Nagar Extension","Cyber Hub",5,2519
"Ghaziabad Railway Station",Kalkaji,5,2579.5
"Crossings Republik",Ecotech,5,2813.5
"Model Town","Vasant Kunj",5,2192
Daryaganj,Dwarka,5,3039.5
Dwarka,"Sarojini Nagar",5,3041.5
"DLF Mall of India","Noida Sector 15",5,4694.25
Vaishali,AIIMS,5,1288.3
Saket,"Sohna Road",5,3111.7
Seelampur,"MG Road",5,2334.75
"Sector 45 Gurugram","Chandni Chowk",5,2511
"Cyber City",Akshardham,5,2432.9
"Anand Vihar Railway Station","Noida Sector 63",5,2596.65
"Botanical Garden",Surajpur,5,2754.45
"Lajpat Nagar","Udyog Vihar",5,2115.2
"IFFCO Chowk","Connaught Place",5,5524
AIIMS,Manesar,5,2675.3
"Wave City Center","Model Town",5,1786.5
"Chandni Chowk","Noida Sector 16",5,2649.5
"Noida Sector 62","Pari Chowk",5,2909.55
"Anand Vihar ISBT","Malviya Nagar",5,2319
Pitampura,"Pari Chowk",5,3292.75
"Delta 1","Red Fort",5,2511.9
"Ambience Mall","DLF Phase 4",5,1978.25
Daryaganj,"Noida Sector 78",5,2244.6
"Noida Sector 18","RK Puram",5,1539.1
"DLF Phase 4",ITO,5,2543.25
Surajpur,Shahdara,5,3546.25
"Noida Sector 78",AIIMS,5,2098.1
"Noida Sector 63","Malviya Nagar",5,1405.2
"Ghaziabad Railway Station",Shahdara,5,2985.3
Indirapuram,"Noida Sector 78",5,4083.6000000000004
"Red Fort","Airport T3",5,2777.4
"Film City Noida","Laxmi Nagar",5,2911.5
Loni,"Cyber City",5,2551.9
"Golf Course Road","Knowledge Park",5,1349.2
"Noida Sector 78","DLF Phase 2",5,2373.75
Vaishali,Akshardham,5,2015.25
"Cyber City","Noida Sector 18",5,3273.6
"IFFCO Chowk","IGI Airport T1",5,1844.5
"Airport T3","Old Delhi Railway Station",5,2334.5
"Civil Lines",Mahipalpur,5,3104.05
"Delta 1",Rohini,5,1667
"Green Park",Loni,5,2304.5
Manesar,"DLF Phase 3",5,2135.25
"Model Town",AIIMS,5,3042.5
"Dilshad Garden","Ghaziabad Railway Station",5,3128.5
INA,"Sarojini Nagar",5,2040.3
"Sector 29 Gurugram",Shahdara,5,2520
"Airport T3","Noida Sector 37",5,1813.25
Saket,"Mohan Nagar",5,2856.75
"Huda City Centre",Janakpuri,5,2391.3
"DLF Phase 4","Noida Sector 76",5,1930.5
"Airport T3","Sector 45 Gurugram",5,2227.45
Vasundhara,"DLF Phase 2",5,3035.75
"Green Park","Mayur Vihar",5,3134
"MG Road",Pitampura,5,2820.25
"Kashmere Gate","Preet Vihar",5,1929.2
"IFFCO Chowk","Red Fort",5,1988.75
AIIMS,"Noida Sector 16",5,1881.75
"Ghaziabad Railway Station","IGI Airport T1",5,3661.25
"Pragati Maidan","Noida Sector 63",5,3564.75
"Lajpat Nagar","Noida Sector 62",5,535
"Airport T3","Alpha 1",5,1967.1
"Sector 29 Gurugram",Sahibabad,5,2250.4
"South Extension","IFFCO Chowk",5,2196
"DLF Phase 1","Botanical Garden",5,2867.45
"Noida Sector 16",INA,5,2711.5
Seelampur,"New Delhi Railway Station",5,1852.5
"Defence Colony",Janakpuri,5,2793.5
"Wave City Center","RK Puram",5,2442.5
"Sector 29 Gurugram","Vasant Kunj",5,1712.5
Ecotech,Daryaganj,5,2033.2
"Connaught Place","MG Road",5,2325.95
"Noida Sector 137","Civil Lines",5,2784.7
"Mayur Vihar","Cyber Hub",5,3129.2
"DLF Mall of India","Noida Sector 18",5,2147.25
"Sector 56 Gurugram",Daryaganj,5,2222.2
"Model Town","Noida Sector 18",5,1511.8
Daryaganj,"Model Town",5,3087.75
Akshardham,"Sector 56 Gurugram",5,1963.4
"Noida Sector 78",Kalkaji,5,2131
"Noida Sector 18","Model Town",5,2341.7
"Malviya Nagar","Civil Lines",5,2536.25
"Noida Sector 15",Mahipalpur,5,1795.75
"MG Road",ITO,5,2412.7
Akshardham,"Pari Chowk",5,2437
"Raj Nagar Extension","Wave City Center",5,1802.6
"Gamma 1","Yamuna Bank",5,2042.75
"Sector 45 Gurugram","Logix Mall",5,1044.4
Manesar,"Noida Sector 37",5,2033.1
ITO,Rohini,5,1760.8000000000002
Janakpuri,Sahibabad,5,2045.5
"Pragati Maidan",Seelampur,5,3405.25
"Ghaziabad Railway Station","Vasant Kunj",5,2153.7
Manesar,"MG Road",5,2468.75
"Vasant Kunj","Alpha 1",5,2459.25
"Film City Noida",Vaishali,5,2659.75
Janakpuri,"Lajpat Nagar",5,2196.6
"Nehru Place","DLF Mall of India",5,1801.5
"Laxmi Nagar","DLF Phase 4",5,3290.5
"Logix Mall",Kalkaji,5,2336.25
Aerocity,"Pari Chowk",5,2400.25
"Greater Kailash",Vasundhara,5,3871.15
"Sector 45 Gurugram","Noida Sector 62",5,1700
Shahdara,Akshardham,5,2334.1
Mahipalpur,"DLF Phase 3",5,3569.7
"Chandni Chowk","Anand Vihar ISBT",5,3757
"Beta 1","Knowledge Park",5,1878.5
Surajpur,Loni,5,2580.75
"Pragati Maidan","Greater Kailash",5,2395.15
"South Extension","Defence Colony",5,-154.70000000000005
"Connaught Place","Beta 1",5,4222.25
"Sarojini Nagar","Wave City Center",5,3386
"Mandi House","MG Road",5,2378.3
Dwarka,"Sector 56 Gurugram",5,3919
Daryaganj,"Noida Sector 137",5,2544.5
"Noida Sector 63","Preet Vihar",5,2296.25
ITO,"Noida Sector 76",5,2919.5
"DLF Phase 2","Jama Masjid",5,2440.35
Vaishali,"Greater Kailash",5,3817.75
"Sector 56 Gurugram",Loni,5,2093.2
"Yamuna Bank","Defence Colony",5,2850.25
"Greater Kailash",Bisrakh,5,3627
"Beta 1","DLF Phase 1",5,1659.25
"South Extension","Ambience Mall",5,3042
"Huda City Centre","South Extension",5,3237
Pitampura,"Delta 1",5,2358.5
Manesar,"DLF Phase 2",5,2224.5
Pitampura,"DLF Phase 4",5,1699.75
Manesar,"IFFCO Chowk",5,2061
"Cyber City",ITO,5,1882.65
Bisrakh,Ecotech,5,2716.5
"Raj Nagar Extension","Anand Vihar Railway Station",5,1312
"Preet Vihar","Hauz Khas",5,2179
"Noida City Centre","Old Delhi Railway Station",5,3047.7000000000003
"Laxmi Nagar","Green Park",5,2558.5
"Botanical Garden","Logix Mall",5,2457
"Huda City Centre","Greater Noida West",5,2210.5
"Noida City Centre","Huda City Centre",5,2777.25
"Vasant Kunj","South Extension",5,2818.55
"Greater Noida West","Gamma 1",5,2032.7
"Huda City Centre","Dilshad Garden",5,1598.5
"Beta 1",Pitampura,5,3512.6
"Beta 1","Ambience Mall",5,3211.75
"Anand Vihar Railway Station","Cyber Hub",5,3265.85
Rohini,"Dilshad Garden",5,1513.5
AIIMS,"Noida Sector 18",5,1519.75
"Rajouri Garden","Noida Sector 18",5,1947.25
Ecotech,Vaishali,5,3121.2
Ecotech,"Noida Sector 15",5,3499.6
"Crossings Republik","Cyber Hub",5,2436.5
Loni,"IGI Airport T1",5,2127.8
"Noida Sector 37","Sector 29 Gurugram",5,2221.7
"Wave City Center","Civil Lines",5,3026.1499999999996
"Noida Sector 18",AIIMS,5,1478.5
"RK Puram","Ambience Mall",5,4243.6
"Sohna Road","Nehru Place",5,3630.2
"Airport T3","DLF Phase 1",5,1656
"Noida Sector 37","South Extension",5,4412.6
"Karol Bagh","Noida Sector 37",5,8513
Dwarka,Vaishali,5,3578.5
INA,"Anand Vihar ISBT",5,2994
Janakpuri,"Sector 56 Gurugram",5,2629.4
"Anand Vihar ISBT","Sector 45 Gurugram",5,2401.2
"Alpha 1","Kashmere Gate",5,1599.2
"IFFCO Chowk",Ecotech,5,1909.25
"Sarojini Nagar",Ecotech,5,2702.35
"RK Puram","Dilshad Garden",5,1655
"New Delhi Railway Station","Pragati Maidan",5,1629.2
"Logix Mall","Hauz Khas",5,2286.5
"Noida Sector 37",Surajpur,5,2408.7
Sahibabad,Mahipalpur,5,1806.5
"Rajouri Garden","Greater Kailash",5,2027.4
"Pragati Maidan","Nehru Place",5,3395.75
"Green Park",Kalkaji,5,3251.75
"Kashmere Gate","DLF Phase 2",5,3977.2
"DLF Phase 2","Lajpat Nagar",5,2233
Pitampura,"Gamma 1",5,4073.5
Kaushambi,"Malviya Nagar",5,2260.4
"Noida Sector 76","Anand Vihar Railway Station",5,1694.7
"DLF Phase 2",Vaishali,5,2695
"Noida Sector 37","Noida Sector 16",5,1547
"Beta 1","Airport T3",5,3243.8
Vasundhara,Daryaganj,5,2756
"Pari Chowk","Alpha 1",5,2527.5
"Noida Sector 78","Civil Lines",5,1079.45
"Beta 1","Greater Kailash",5,4179.5
"Civil Lines","Nehru Place",5,1820.5
Shahdara,"Noida Sector 62",5,2010.8
"Noida Sector 76","Jama Masjid",5,2069
"Sector 56 Gurugram",Surajpur,5,3133.4
Dwarka,Vasundhara,5,2768.75
"Yamuna Bank","Gamma 1",5,1816.6
"Noida Sector 62",Aerocity,5,5084.75
"DLF Phase 2","IGI Airport T1",5,2119
Rohini,"South Extension",5,1926.45
"Delta 1","Logix Mall",5,2331
"Sector 56 Gurugram","Sector 45 Gurugram",5,2024.5
"Ambience Mall","Ghaziabad Railway Station",5,2613
Sahibabad,Aerocity,5,2491.6
Aerocity,"Chandni Chowk",5,1593.4
Dwarka,"Sohna Road",5,2475.5
"Lajpat Nagar","DLF Phase 3",5,1819.4
"Noida Sector 15","Noida City Centre",5,1731.5
Pitampura,Rohini,5,2766
"Mohan Nagar","Ambience Mall",5,2415.4
Vasundhara,"Noida Sector 16",5,2940.8
"Noida Sector 137","Wave City Center",5,2384
"Sohna Road","Cyber Hub",5,1845.4499999999998
Bisrakh,"Wave City Center",5,2883.25
"Hauz Khas",Rohini,5,3052.9
"Noida Sector 16","Sector 45 Gurugram",5,1845.3
"Nehru Place","Anand Vihar Railway Station",5,1825.5
"Jama Masjid",Aerocity,5,2143.65
"Chandni Chowk","Lajpat Nagar",5,1943.75
INA,"Gamma 1",5,2057.5
"Udyog Vihar","Model Town",5,2434.2
"Sector 45 Gurugram","Noida City Centre",5,1625.35
Indirapuram,"Wave City Center",5,2737.5
ITO,AIIMS,5,2034
"Sector 45 Gurugram",Ecotech,5,3193.5
"Civil Lines","Model Town",5,2716.15
"Sarojini Nagar","Noida Sector 16",5,1970.9
"Malviya Nagar","Nehru Place",5,2396
"Film City Noida","Greater Noida West",5,4670.25
"Pragati Maidan","Noida Sector 37",5,4278.1
"Hauz Khas","South Extension",5,1692.75
AIIMS,"Green Park",5,3391.9
Bisrakh,"Jama Masjid",5,4002.3
"Sector 45 Gurugram","Alpha 1",5,2575.6
"Greater Noida West","Raj Nagar Extension",5,2241.4
"Defence Colony","Greater Noida West",5,2951.25
Surajpur,Seelampur,5,1691.3
"Sarojini Nagar",Kalkaji,5,2159.2
"Civil Lines","South Extension",5,2752.5
"New Delhi Railway Station","DLF Phase 4",5,3038.2
"Knowledge Park","Chandni Chowk",5,1490.4
"Green Park","Knowledge Park",5,2585.9
"DLF Mall of India","Sarojini Nagar",5,3949
"Film City Noida",Rohini,5,3199.75
"Ghaziabad Railway Station","Wave City Center",5,1683.5
"Sector 45 Gurugram",Indirapuram,5,3623.5
"Green Park","Beta 1",5,1141.7
"Cyber Hub",Kalkaji,5,3367.5
"Mayur Vihar","Laxmi Nagar",5,2438.55
"RK Puram","Noida Sector 18",5,2994.2
"Beta 1","Kashmere Gate",5,1484.5000000000002
"Mohan Nagar",Vasundhara,5,3200.95
Pitampura,"Civil Lines",5,1560
Ecotech,"Model Town",5,2559.2
"Dilshad Garden","Rajouri Garden",5,1699.25
"Dilshad Garden",Janakpuri,5,2528.45
"Sarojini Nagar",Kaushambi,5,8163.3
Loni,Rohini,5,1872
"Raj Nagar Extension","Connaught Place",5,2939.25
"DLF Phase 1",Saket,5,3246
"Connaught Place","Rajouri Garden",5,3231.25
"Ambience Mall","Logix Mall",5,3298.05
Ecotech,"Sector 14 Gurugram",5,2845
"Nehru Place","Yamuna Bank",5,3455
"Golf Course Road","Delta 1",5,2621
"Nehru Place",ITO,5,3224.3
"Civil Lines","Udyog Vihar",5,2233.5
"Red Fort",Janakpuri,5,4931.3
"Preet Vihar","Laxmi Nagar",5,3290.8
Ecotech,"Laxmi Nagar",5,2858.05
"South Extension","Huda City Centre",4,3407.5
Pitampura,"Noida Sector 137",4,1393
"Sarojini Nagar","Botanical Garden",4,2343.8
"RK Puram","Jama Masjid",4,1009.5
"Red Fort",Bisrakh,4,1422
"Pragati Maidan",Janakpuri,4,2115.25
Vasundhara,"Sohna Road",4,2137
"Defence Colony","Golf Course Road",4,2588
"Kashmere Gate",Dwarka,4,1869.8
"Lajpat Nagar","Rajouri Garden",4,2817.1
"South Extension",Sahibabad,4,2363.5
Bisrakh,"Gamma 1",4,2379.6
"Ghaziabad Railway Station",Manesar,4,1367
Pitampura,"Yamuna Bank",4,2477.7
Aerocity,Kalkaji,4,2623.75
"Old Delhi Railway Station","DLF Phase 3",4,3130
"Noida Sector 78","Model Town",4,2187.5
"Beta 1","Jama Masjid",4,1945.5
"Karol Bagh","Raj Nagar Extension",4,2579
"Green Park","Logix Mall",4,971
"Vasant Kunj","Noida Sector 62",4,1334
"Noida Sector 137","Beta 1",4,2053.75
"Noida Sector 16","DLF Phase 2",4,1819.5
"Cyber Hub","Ambience Mall",4,1891
Indirapuram,"DLF Phase 1",4,673.5
"Greater Noida West","Noida Sector 76",4,2300.5
"South Extension","Logix Mall",4,1796.1
"Raj Nagar Extension","Kashmere Gate",4,2847
"Greater Noida West","Mayur Vihar",4,1847
"RK Puram","Cyber City",4,1610.6
"Civil Lines","Vasant Kunj",4,1689.3
Aerocity,"Ambience Mall",4,1371
"Noida Sector 62","Beta 1",4,1818.7
"Airport T3","Mayur Vihar",4,2658.6
"Wave City Center","DLF Phase 2",4,2127.3
"Knowledge Park",Kaushambi,4,1277.75
"Gamma 1","Old Delhi Railway Station",4,2063
"IGI Airport T1","DLF Phase 2",4,976
Ecotech,"Sector 29 Gurugram",4,2791.5
"Model Town","Laxmi Nagar",4,3992.75
"South Extension",Seelampur,4,1269.5
"DLF Phase 1","Red Fort",4,2119.05
"Sohna Road","Dilshad Garden",4,1715.5
"Greater Kailash","Raj Nagar Extension",4,2084.4
Indirapuram,"Sector 29 Gurugram",4,2119
"South Extension","DLF Phase 3",4,3703.9
"Rajouri Garden",Dwarka,4,2237.9
"Red Fort","Cyber Hub",4,1747.75
"Malviya Nagar","DLF Phase 3",4,2012.7
Kalkaji,"Sohna Road",4,1556.5
"Laxmi Nagar","Sector 29 Gurugram",4,767.6999999999999
Kaushambi,Rohini,4,1603
"New Delhi Railway Station",Indirapuram,4,2218.65
"Nehru Place",Janakpuri,4,1604.75
"Delta 1",Kaushambi,4,1925.75
Rohini,"Kashmere Gate",4,3282.7
"Noida Sector 18",Dwarka,4,1279
AIIMS,"Film City Noida",4,1583.5
"Rajouri Garden",Loni,4,2635.2
"Raj Nagar Extension","Noida Sector 37",4,1396.85
"Hauz Khas","RK Puram",4,2012.5
Saket,"Sarojini Nagar",4,2958.05
"Mohan Nagar","Sector 45 Gurugram",4,1716.4
"Raj Nagar Extension",Sahibabad,4,1765.5
"Preet Vihar","Vasant Kunj",4,1868.5
"Ambience Mall","MG Road",4,1555.75
"Noida Sector 63","Huda City Centre",4,1986.25
"Old Delhi Railway Station","Pari Chowk",4,1676.5
"Mandi House","Greater Noida West",4,1730.1
"Raj Nagar Extension","Yamuna Bank",4,2100
Janakpuri,"Karol Bagh",4,1479.7
"Kashmere Gate","Knowledge Park",4,2193.9
"Greater Noida West","Nehru Place",4,2099
"Delta 1","Pragati Maidan",4,2281.5
"Mohan Nagar","Alpha 1",4,1707.5
"Red Fort",Ecotech,4,3146.8
"Sarojini Nagar","Sector 56 Gurugram",4,1936
Bisrakh,"Defence Colony",4,1733
"Noida Sector 62","Noida Sector 76",4,2320
"Greater Kailash","Preet Vihar",4,1153.5
"MG Road",Ecotech,4,1203
"Noida Sector 15","New Delhi Railway Station",4,903.9000000000001
"Connaught Place","Model Town",4,1737.75
"Lajpat Nagar","Ambience Mall",4,2088.5
ITO,"Kashmere Gate",4,1476
"Noida City Centre","Red Fort",4,2608.5
"Noida Sector 78","Noida Sector 137",4,-262.75
"Noida Sector 78","IGI Airport T1",4,1169.0500000000002
AIIMS,"Noida Sector 62",4,1419
"Rajouri Garden","Civil Lines",4,304.5
Saket,"Laxmi Nagar",4,1544.4
"Noida Sector 37",Bisrakh,4,1605.25
"Raj Nagar Extension","DLF Mall of India",4,1838.8000000000002
"Noida Sector 137","Delta 1",4,1425.55
Saket,Indirapuram,4,2220.6
"Logix Mall",Rohini,4,1392.8
"Old Delhi Railway Station",Manesar,4,2465.7
"Green Park","Noida Sector 63",4,1704.8
"IFFCO Chowk","Civil Lines",4,1595
Saket,Ecotech,4,1834.6
"Ambience Mall","Hauz Khas",4,2770.85
"IFFCO Chowk","DLF Phase 3",4,2584.25
Kaushambi,"Model Town",4,1625.7
"Greater Kailash","Connaught Place",4,3021.25
"Model Town","Civil Lines",4,1266.7
"Botanical Garden","Noida Sector 63",4,2897.6
"Cyber Hub","MG Road",4,1845.9
"Noida Sector 62","Greater Noida West",4,2740.5
"Anand Vihar ISBT","Rajouri Garden",4,1610
"Cyber Hub","Anand Vihar ISBT",4,1963.75
ITO,Indirapuram,4,1318.5
ITO,"Ambience Mall",4,3572.5
Vaishali,"Noida Sector 15",4,1359
"IGI Airport T1",Akshardham,4,1810.25
INA,Surajpur,4,3704
"DLF Phase 1","Sector 14 Gurugram",4,2962
"Noida Sector 137",Surajpur,4,2020
"DLF Phase 4","Noida Sector 137",4,1268.5
"Sector 29 Gurugram","Wave City Center",4,1884.5
"Greater Noida West","DLF Phase 4",4,1987
"Karol Bagh","Laxmi Nagar",4,1741.75
"Ghaziabad Railway Station","Pragati Maidan",4,1652.6
"Anand Vihar Railway Station","Sarojini Nagar",4,2664.5
"Sector 45 Gurugram",ITO,4,2372.3
"Noida Sector 18",ITO,4,2111.6
AIIMS,"Delta 1",4,1717
"Ambience Mall","Greater Noida West",4,3738.25
"Raj Nagar Extension","Dilshad Garden",4,1534
"Noida City Centre","RK Puram",4,2451
"IGI Airport T1","Kashmere Gate",4,2023.9
"Preet Vihar","Karol Bagh",4,1622.7
"Red Fort","Mayur Vihar",4,1878.95
"Green Park","Anand Vihar ISBT",4,1408
"Huda City Centre","Noida Sector 37",4,1782.9
"Mayur Vihar","Model Town",4,1835.1
"Noida Sector 18","IGI Airport T1",4,2274.1000000000004
"Noida Sector 37","Ambience Mall",4,1537.5
"Nehru Place","Old Delhi Railway Station",4,1712.6
"DLF Phase 1","Noida Sector 62",4,2258
"Beta 1","Wave City Center",4,1399.1
Rohini,"Malviya Nagar",4,2572.4
"Noida Sector 18",Kalkaji,4,2027.4
"Laxmi Nagar","Kashmere Gate",4,2991.5
Pitampura,"Lajpat Nagar",4,2728.85
ITO,"Nehru Place",4,1981.75
"IGI Airport T1",Ecotech,4,1753.25
"Greater Kailash","DLF Mall of India",4,1025
Saket,"Sector 14 Gurugram",4,1816.8
"DLF Phase 4","Malviya Nagar",4,1275.9
"DLF Phase 4","Mohan Nagar",4,1555.8
"Cyber City","Mandi House",4,1210.1
"Udyog Vihar","Delta 1",4,2443.75
"Udyog Vihar","Anand Vihar ISBT",4,1582
"Yamuna Bank","Ghaziabad Railway Station",4,2751.5
"Sohna Road",Aerocity,4,1512.05
"Greater Noida West","Cyber City",4,2555.05
"Pari Chowk",Vasundhara,4,2262.4
"Hauz Khas","Sohna Road",4,2039.25
"DLF Phase 2",INA,4,1588.25
"Model Town","Wave City Center",4,2787.75
"Malviya Nagar",Akshardham,4,1127.9
"DLF Phase 3","Anand Vihar Railway Station",4,2529.7
"Rajouri Garden",Kaushambi,4,2874
"Noida Sector 76","DLF Phase 4",4,1786
"DLF Mall of India",Manesar,4,3165
Mahipalpur,"Hauz Khas",4,1978.5
"Botanical Garden",Daryaganj,4,2324.75
Mahipalpur,"Lajpat Nagar",4,1980.5
"Noida Sector 37","Mayur Vihar",4,2523.6
Bisrakh,"Golf Course Road",4,1820.9
"Cyber Hub","Raj Nagar Extension",4,1824.3
Vasundhara,"Delta 1",4,2076.7
AIIMS,Ecotech,4,2712.5
Ecotech,"Noida Sector 63",4,2628.5
Bisrakh,"Old Delhi Railway Station",4,1768.7
"Sector 56 Gurugram",Vasundhara,4,2604.95
"Dilshad Garden",Aerocity,4,2448.25
Vasundhara,"DLF Phase 4",4,1615.5
"Nehru Place",Surajpur,4,1295.1
"Noida City Centre",ITO,4,1819.5
"Vasant Kunj","Anand Vihar ISBT",4,1898.25
"Crossings Republik","Noida Sector 76",4,2334.4
Seelampur,"Logix Mall",4,2141.3
"Model Town","MG Road",4,3399
"Sarojini Nagar","Sector 14 Gurugram",4,1816.4
"DLF Phase 1","MG Road",4,1459.3
"Sector 14 Gurugram","Sohna Road",4,1912.6
"Knowledge Park","IGI Airport T1",4,2230.7
"Huda City Centre","Anand Vihar Railway Station",4,1014.25
"Pragati Maidan",AIIMS,4,2152.4
Bisrakh,"DLF Phase 4",4,2477.1
"Karol Bagh","Wave City Center",4,3888.5
"Sector 29 Gurugram","Cyber City",4,2914.55
"Model Town",Janakpuri,4,1914.5
"Lajpat Nagar","DLF Phase 1",4,1239.75
AIIMS,Dwarka,4,2098.5
"Wave City Center","Sector 14 Gurugram",4,2491.7
"Ambience Mall","Botanical Garden",4,1330.75
Rohini,"DLF Phase 3",4,2987
"Logix Mall",Sahibabad,4,1418.8
"Noida Sector 16","Lajpat Nagar",4,1710
Pitampura,"Botanical Garden",4,1042.7
Vasundhara,"Noida Sector 15",4,1223.6
"Connaught Place","Gamma 1",4,3149.5
"Udyog Vihar","Dilshad Garden",4,1869
Janakpuri,"Noida Sector 137",4,4504.45
Saket,"Delta 1",4,3664
"Vasant Kunj",Vasundhara,4,2411.25
Seelampur,Janakpuri,4,2238.2
"New Delhi Railway Station","Noida Sector 16",4,1518.6
"Sector 14 Gurugram","Noida Sector 16",4,1416
"Sarojini Nagar",Aerocity,4,1622.25
ITO,Mahipalpur,4,1644.5
"Civil Lines","New Delhi Railway Station",4,2007
"Sarojini Nagar",Rohini,4,1766.9
Dwarka,"Botanical Garden",4,2899
"Noida Sector 63","Botanical Garden",4,1552.3
"Karol Bagh","Delta 1",4,2358.8
"Knowledge Park","Sector 45 Gurugram",4,2243.6
"Model Town","Greater Kailash",4,2305.25
"Lajpat Nagar","Pari Chowk",4,956.5
"RK Puram","Model Town",4,1019.75
"DLF Phase 1","Noida Sector 78",4,995
"DLF Phase 2",Aerocity,4,1372
"Film City Noida",Seelampur,4,2943.3
"Botanical Garden","Preet Vihar",4,2843.85
"Sarojini Nagar","Dilshad Garden",4,2093.75
Bisrakh,"New Delhi Railway Station",4,-56.39999999999998
"Yamuna Bank","DLF Phase 4",4,1618.8
"Civil Lines","IGI Airport T1",4,1687
"Noida Sector 16","Greater Noida West",4,1862
Manesar,"Jama Masjid",4,2906.8
"Dilshad Garden",Vasundhara,4,1898.2
"Raj Nagar Extension","Sector 29 Gurugram",4,2300.5
"Cyber City","Malviya Nagar",4,3387
"Kashmere Gate","Sohna Road",4,2150.5
"Pragati Maidan","Sector 29 Gurugram",4,1577.75
Bisrakh,"Model Town",4,2987.35
"Delta 1","Huda City Centre",4,5395.75
"Delta 1","MG Road",4,2273.5
"Chandni Chowk","Kashmere Gate",4,1246.5
"Sector 45 Gurugram",Loni,4,2030.9
"Pari Chowk","IGI Airport T1",4,1949
"Sector 56 Gurugram","Nehru Place",4,1761.5
"DLF Phase 4","Cyber Hub",4,1878.2
Aerocity,Dwarka,4,2580
"Malviya Nagar","Defence Colony",4,2120.5
"Jama Masjid","Pragati Maidan",4,2092.6
Manesar,Kaushambi,4,1816.45
"Raj Nagar Extension","New Delhi Railway Station",4,1740.5
"Greater Noida West","Mohan Nagar",4,2582.75
"Gamma 1",Shahdara,4,2116
"RK Puram","Noida Sector 76",4,2426.1
"Yamuna Bank",Loni,4,2076.4
"Noida Sector 16","Noida Sector 137",4,1847.3
Seelampur,"Lajpat Nagar",4,962
"Hauz Khas","Preet Vihar",4,1275.8
"Rajouri Garden","Defence Colony",4,3029.25
"Karol Bagh","DLF Phase 1",4,1838.1
"Old Delhi Railway Station",Dwarka,4,1240.5
"Udyog Vihar","Sarojini Nagar",4,1769.7
"Nehru Place","Sector 45 Gurugram",4,2766
INA,"Delta 1",4,1630.75
"DLF Phase 2","Golf Course Road",4,1691.8
"Raj Nagar Extension","DLF Phase 2",4,1610
"MG Road","Noida Sector 18",4,2277.5
"Mandi House","Ambience Mall",4,2241.5
"New Delhi Railway Station",Vaishali,4,1273.0500000000002
"Mohan Nagar","Anand Vihar Railway Station",4,1247.25
Shahdara,"Golf Course Road",4,1472.7
"Noida Sector 18","Sector 45 Gurugram",4,2233
"New Delhi Railway Station","Film City Noida",4,2357
Akshardham,"Laxmi Nagar",4,2546.6
